sb,side,k,pos,idx,reg,a,G,geom,dev,cumS,Sraw,S,Srem,smax,bpt,dhat
3.5,R,628-37(1),2,2,350.76,350.8,216.35,216.35,0.00,16.375,6.5298,6.5300,60.286,87.715,"(310505.0932,2651953.8711)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1039.0,612.64,612.64,0.00,34.863,18.4880,18.4900,53.756,87.715,"(310500.6047,2651958.6137)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,350.8,208.72,208.71,0.01,6.494,6.4943,6.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1137.5,658.47,658.46,0.01,26.354,19.8594,19.8600,80.819,87.313,"(310456.0310,2652005.7114)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2494,7.2500,61.362,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,948.0,592.21,592.22,0.01,25.123,17.8737,17.8700,54.112,87.715,"(310506.8776,2651951.9856)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,350.8,208.72,208.71,0.01,6.494,6.4943,6.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1137.5,658.47,658.46,0.01,26.354,19.8594,19.8600,80.819,87.313,"(310456.0310,2652005.7114)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2494,7.2500,61.362,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,948.0,592.21,592.22,0.01,25.123,17.8737,17.8700,54.112,87.715,"(310506.8776,2651951.9856)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,948.0,576.44,576.45,0.01,17.585,17.5846,17.5800,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1137.5,672.24,672.23,0.01,37.862,20.2777,20.2800,69.728,87.313,"(310463.6542,2651997.6565)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2495,7.2500,49.853,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,350.8,214.98,214.99,0.01,13.739,6.4891,6.4900,42.604,87.715,"(310506.8776,2651951.9857)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,948.0,576.44,576.45,0.01,17.585,17.5846,17.5800,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,382.9,227.72,227.73,0.01,7.249,7.2495,7.2500,70.131,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,350.8,214.98,214.99,0.01,13.739,6.4891,6.4900,62.881,87.715,"(310506.8776,2651951.9857)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1137.5,668.21,668.21,0.00,33.904,20.1653,20.1700,56.392,87.715,"(310502.4171,2651956.6987)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,350.8,208.72,208.71,0.01,6.494,6.4943,6.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1137.5,658.47,658.46,0.01,26.354,19.8594,19.8600,80.819,87.313,"(310456.0310,2652005.7114)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2494,7.2500,61.362,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,948.0,592.21,592.22,0.01,25.123,17.8737,17.8700,54.112,87.715,"(310506.8776,2651951.9856)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,350.8,208.72,208.71,0.01,6.494,6.4943,6.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1137.5,658.47,658.46,0.01,26.354,19.8594,19.8600,80.819,87.313,"(310456.0310,2652005.7114)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2494,7.2500,61.362,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,948.0,592.21,592.22,0.01,25.123,17.8737,17.8700,54.112,87.715,"(310506.8776,2651951.9856)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,948.0,576.44,576.45,0.01,17.585,17.5846,17.5800,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1137.5,672.24,672.23,0.01,37.862,20.2777,20.2800,69.728,87.313,"(310463.6542,2651997.6565)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,382.9,227.72,227.72,0.00,7.249,7.2495,7.2500,49.853,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,350.8,214.98,214.99,0.01,13.739,6.4891,6.4900,42.604,87.715,"(310506.8776,2651951.9857)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,948.0,576.44,576.45,0.01,17.585,17.5846,17.5800,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,382.9,227.72,227.73,0.01,7.249,7.2495,7.2500,70.131,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,350.8,214.98,214.99,0.01,13.739,6.4891,6.4900,62.881,87.715,"(310506.8776,2651951.9857)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1137.5,668.21,668.21,0.00,33.904,20.1653,20.1700,56.392,87.715,"(310502.4171,2651956.6987)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
0.0,L,628-37(1),2,0,350.76,457.0,273.41,273.41,0.00,8.445,8.4454,8.4500,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
0.0,L,628-35(2),1,1,1039.00,1255.0,731.08,731.08,0.00,30.496,22.0503,22.0500,78.868,87.313,"(310457.3722,2652004.2943)","(0.68738,-0.72630)"
0.0,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,57.220,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
0.0,R,628-36(1),3,2,947.97,1047.0,660.31,660.31,0.00,30.328,19.9278,19.9300,46.820,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
